ID,Nome,Nickname,Descricao,Criacao_Canal,Categoria,Viewers,Linguagem,Data_stream,Hora_stream
788658421,poderosobagual,poderosobagual,Parceria: poderosobagualcontato@gmail.com,17/04/2022,Grand Theft Auto V,3215,Português,20/05/2025,21:53:10
517475551,extraemily,ExtraEmily,let's play games and chat about life! :^) ♡ e-mail: extraemily@mythictalent.com,20/04/2020,Just Chatting,3213,Inglês,20/05/2025,22:42:54
62893265,hauwnted,Hauwnted,"I roleplay as Cau Mau on NoPixel/ProdigyRP | 15,000 hours on FiveM | Two-Time Cancer Survivor (NHL) | Down 164 Pounds since October 2022 | Business Inquiries: Hauwntedmail@gmail.com",20/05/2014,Grand Theft Auto V,6454,Inglês,20/05/2025,21:44:43
121510236,juansguarnizo,juansguarnizo,"Fenómeno viral 2020, 2021, 2022, 2023, 2024 y 2025. Presidente de Aniquiladores FC. Ganador de un premio Esland, un premio Eliot, un premio MCA, 9 premios Simones, 15 premios Zorman y voz de Spectacular Spider-Man en el cine.",11/04/2016,Just Chatting,3350,Espanhol,20/05/2025,22:48:44
43650535,zwebackhd,zwebackhd,"Welcome to Kuntelton FC, a place for Mad Lads.",18/05/2013,EA Sports FC 25,3070,Inglês,20/05/2025,22:07:05
452454652,nikos,Nikos,"Bienvenue chez Nikos, installe toi et profite du contenu ! Contact 📄  : contact@nikospro.fr",04/08/2019,Grand Theft Auto V,3061,Francês,20/05/2025,17:03:32
544340296,kaatsup,Kaatsup,"Ne me demandez pas de décrire ma chaîne c’est un bazar sans nom , ici on fait de tout",16/06/2020,Minecraft,4495,Francês,20/05/2025,18:35:32
75891532,michel,Michel,"Fiz parte de equipes como mibr, g3x, oNe, KEYD, Red Reserve, GamerHouse, playArt e muitas outras. Atualmente transmitindo o conteudo lider em Counter-Strike & VALORANT. Propagando ideias e o AGGLIFESTYLE.",25/11/2014,Counter-Strike,2791,Português,20/05/2025,15:10:17
431679357,brino,brino,Stream de segunda a sexta 16h  . instagram @BRUNOZZOR ,22/04/2019,Just Chatting,3110,Português,20/05/2025,21:09:12
47125717,bagi,Bagi,"Oi! Aqui todo mundo me chama de Bagi, tenho 27 anos e faço lives de arte, culinária, games, música, webrolês e talk-shows!Temos de tudo um pouco, sempre que der na telha estarei online :D",04/08/2013,Minecraft,3033,Português,20/05/2025,22:50:46
406765705,kevinpannewitz,KevinPannewitz,Kevin Pannewitz ist ein Ex-Fußballprofi der in der ersten deutschen Bundesliga beim VFL Wolfsburg sowie bei Hansa Rostock in der 2. deutschen Bundesliga aktiv war. Seit kurzem ist er auch als Streamer aktiv. Mehr über Pannewitz findest du hier: https://de.wikipedia.org/wiki/Kevin_Pannewitz,04/01/2019,VALORANT,11280,Alemão,20/05/2025,21:13:27
78874179,krokoboss,krokoboss,Gänsehaut Business Mail: krokoboss@2ndwave.rocks,04/01/2015,Pokémon FireRed/LeafGreen,5479,Alemão,20/05/2025,19:41:04
126678134,officermesser,OfficerMesser,Certified Police Officer  | Dog Lover | Gamer | Who is on a mission to bridge the gap of Law Enforcement and the community by humanizing the badge. For Business Inquiries please email servefirstllc@gmail.com ,13/06/2016,Grand Theft Auto V,3142,Inglês,20/05/2025,22:33:04
63675549,kaydop,Kaydop,"Je m'appelle Alexandre, j'ai 26 ans. Je suis joueur professionnel sur Rocket League. Mon palmarès à ce jour est d'être 3x champion du monde et 6x champion d'Europe. Record sub : 4766 abonnés 28/09/2021 Stream full win : 15 | 13/08/2020 | WC Train : 792%",04/06/2014,Rocket League,2952,Francês,20/05/2025,21:36:34
23528098,avoidingthepuddle,AvoidingThePuddle,Hi my name is Aris. ,18/07/2011,Resident Evil 2,2898,Inglês,20/05/2025,20:53:02
148561738,faxuty,faxuty,i enjoy playing video games | business inquires: faxuty@sixteenth.com,24/02/2017,Fortnite,3020,Inglês,20/05/2025,22:51:29
26154978,sykkuno,Sykkuno,Hi ! ,15/11/2011,Super Mario Party Jamboree,2903,Inglês,20/05/2025,21:41:52
38251312,paymoneywubby,PaymoneyWubby,Playing games for your amusement ,06/12/2012,Just Chatting,4085,Inglês,20/05/2025,23:23:55
62591022,tiffachuftw,TiffachuFTW,"Hi there! I’m Tiffachu and I am a variety streamer. I am super loud, super sussy, and super burpy! Come watch me embarrass myself (TUES-THURS) ",14/05/2014,Fortnite,5564,Inglês,20/05/2025,23:20:09
51496027,loltyler1,loltyler1,Season 6 Challenger | Most REFORMED Player NA | #1 Draven World ,14/11/2013,Call of Duty: Black Ops 6,4329,Inglês,20/05/2025,23:14:51
138094916,sinatraa,sinatraa,Business email: sinatraa@evolved.gg,28/10/2016,VALORANT,3008,Inglês,20/05/2025,23:04:44
80585512,yusuf7n,yusuf7n,7NG ! Contact:yusuf@thekinetic.co,22/01/2015,Just Chatting,3957,Inglês,20/05/2025,23:24:44
896388738,henyathegenius,henyathegenius,genius dayo （・o・）　✉ henyathegenius@unitedtalent.com,04/04/2023,Just Chatting,3013,Inglês,20/05/2025,22:52:14
95771992,fishmandota2,FishmanDota2,ENTITY CREEPWAVE C9 PLAYER КОМУ ЩЕЛБАН ВСТАНЬ МИД,10/07/2015,Dota 2,1630,Russo,20/05/2025,21:08:56
175383693,sylvee,sylvee,Professional girl // sylvee@loaded.gg,24/09/2017,Minecraft,2795,Inglês,20/05/2025,23:32:23
138600347,stoopzz,Stoopzz,I MEAN SHIIIIIII I LIKE MMOSBusiness: stoopzz@mythictalent.com,03/11/2016,Lost Ark,2657,Inglês,20/05/2025,21:22:58
1054551170,ricci,Ricci,Content Creator. For business inquiry: ricci@rightclick.gg,19/03/2024,Tom Clancy's Rainbow Six Siege,2730,Inglês,20/05/2025,20:36:00
1302587217,austinmcbroom,austinmcbroom,Heyyy Twitch Familyyy!!! 😎🔥❤️ austinmcbroombusiness@gmail.com,24/04/2025,IRL,2991,Inglês,20/05/2025,23:15:49
91752888,lucasrojo,LucasRojo,"No hay mucho que ver, solo que trabajo mucho.",23/05/2015,VALORANT,2824,Espanhol,20/05/2025,16:52:03
590906662,telefe,telefe,¡Bienvenidxs al canal de Twitch de Telefe! ,01/10/2020,Just Chatting,2948,Espanhol,20/05/2025,20:36:08
106013742,pestily,Pestily,"3x EFT World Champion 2020, Not afraid to jump head first down a stair case, Done some cool stuff for kids",03/11/2015,Escape from Tarkov,2709,Inglês,20/05/2025,19:21:02
62595539,realzbluewater,RealzBlueWater,"WATCH = PRIZE 🤑🎁 Start watching and earning channel points to get TONS of prizes. Like a PlayStation 5 🤩🎮 ヽ(•‿•)ノ The #1 Stream to Have Fun, Relax, Engage and Enjoy! . Everyone in this Stream is a friend, so say hi!",14/05/2014,Wolfenstein: The New Order,3038,Inglês,20/05/2025,23:09:58
27992608,pikabooirl,Pikabooirl,"Gladiator rogue streaming for your entertainment, I am 26",05/02/2012,World of Warcraft,3017,Inglês,20/05/2025,23:19:13
269503217,aspaszin,aspaszin,Campeão Mundial de VALORANT e Bicampeão do VCT AMERICAS.  - aspas@prodigy-agency.gg,26/10/2018,VALORANT,3975,Português,20/05/2025,23:59:47
166554148,robthemaster1,RobTheMaster1,Just a streamer blessed by god.,25/07/2017,Just Chatting,3120,,21/05/2025,00:17:06
37522866,cyr,cyr,This. Is. Variety. Gaming. cyr@mythictalent.com ,08/11/2012,Just Chatting,3049,Inglês,20/05/2025,23:50:18
38871579,feinberg,Feinberg,top minecraft speedrunner :),29/12/2012,Minecraft,2927,Inglês,20/05/2025,19:07:57
564225413,vinixiste,vinixiste,um influencer e streamer qualquer email para contato: vinixistepessoal@gmail.com,07/08/2020,Just Chatting,3407,Português,20/05/2025,22:24:52
25725272,vinesauce,Vinesauce,"I'm Vinny and I focus on variety streaming. I don't have a strict schedule and stream a few times a week, but you can expect full playthroughs, classic games, randomizers, corruptions, trash, bizarre media and weird/forgotten games. More prerecorded videos are on my youtube.",26/10/2011,FANTASY LIFE i: The Girl Who Steals Time,4064,Inglês,21/05/2025,00:15:37
452785342,criticas_qls,Criticas_QLS,"Hago reviews de peliculas, juegos y series en mis canales principales. Acá vemos programas pencas, conversamos, y jugamos jueguitos.",05/08/2019,Just Chatting,2803,Espanhol,20/05/2025,22:13:22
247808909,qtcinderella,QTCinderella,Somewhere between psychotic and iconic,14/08/2018,Just Chatting,3295,Inglês,20/05/2025,23:57:03
22253819,scarra,Scarra,I'm an ex league of legends pro mid laner turned streamer. Also fps prodigy.,07/05/2011,Teamfight Tactics,2968,Inglês,20/05/2025,20:54:53
2982838,surefour,Surefour,Watch me kill things.,08/12/2008,Marvel Rivals,2616,Inglês,20/05/2025,22:18:52
38881685,boxbox,boxbox,I LIKE TO PLAY TEAMFIGHT TACTICS AND SPEND A LOT OF TIME ON FUNNY PROJECTS,30/12/2012,Teamfight Tactics,2938,Inglês,20/05/2025,23:28:47
531177917,paulinholokobr,PaulinhoLOKObr,"Oi, sou o Paulinho o LOKO ",15/05/2020,Grand Theft Auto V,25370,Português,21/05/2025,00:37:18
569325723,loud_coringa,loud_coringa,"Meu nome é Victor mais conhecido como Coringadas, faço live quase todo dia e tmj e nois",19/08/2020,Just Chatting,11052,Português,21/05/2025,00:38:05
545050196,kato_junichi0817,加藤純一うん〇ちゃん,本当に好きなことで生きていく,18/06/2020,Just Chatting,9276,Japonês,21/05/2025,00:35:28
124835948,ddg,DDG,IM TAKING OVER TWITCH NOW,22/05/2016,Just Chatting,8761,Inglês,21/05/2025,00:44:15
459541804,edwardkso,EdwardKSo,A gentleman ,04/09/2019,IRL,2613,Inglês,20/05/2025,19:56:05
154132449,melhssn_,MelHssn_,Valorant Player for ??Sinon je stream tous les jours à 20H blblblblbllblbl,21/04/2017,VALORANT,7708,Francês,20/05/2025,20:25:59
422243447,vanillamace,vanillamace,"a girl who doesn't shut up! live tuesdays, thursdays & fridays at 6pm PST",09/03/2019,Just Chatting,7767,Inglês,21/05/2025,01:00:14
63602976,skipnho,SkipNhO,SkipNhO Ele é LOCO certeza o mais KappAcitado !!!,03/06/2014,PUBG: BATTLEGROUNDS,2700,Português,20/05/2025,21:55:50
28579002,cellbit,Cellbit,criador de Ordem Paranormal,28/02/2012,The Rise of the Golden Idol,2685,Português,20/05/2025,22:54:39
132230344,moistcr1tikal,moistcr1tikal,I make things,15/08/2016,Just Chatting,2682,Inglês,21/05/2025,00:45:34
415249792,bigex,BigEx,Business Inquiries: exlikesbusiness@gmail.com,08/02/2019,Grand Theft Auto V,2636,Inglês,20/05/2025,21:49:05
462268391,daisy,Daisy,Im a little silly  ♡,14/09/2019,Just Chatting,2614,Inglês,20/05/2025,19:13:33
49498288,minerva,Minerva,contatogminerva@gmail.com,27/09/2013,League of Legends,2575,Português,20/05/2025,23:35:18
426251614,vodkaskndr,vodkaskndr,"Жизнь - это суп, а я вилка.",27/03/2019,Dota 2,6655,Russo,20/05/2025,21:41:08
66418614,gofns,GOFNS,Gamerrrrr,15/07/2014,VALORANT,4277,Inglês,21/05/2025,01:03:00
74547134,putupau,Putupau,"Youtuber Y streamer con pasión por la musica , el anime y sobretodo los videojuegos !!! 1987 RULES ",05/11/2014,Honkai: Star Rail,3132,Espanhol,20/05/2025,21:35:12
79427060,addison2k,Addison2k," Just want to be positive and play the games with all you cool people. We may win some, we will even lose some., but in the end Tyrannical keys are just way easier than Fortified keys, as a tank. ",10/01/2015,World of Warcraft,2618,Inglês,20/05/2025,11:34:09
59635827,supertf,supertf,DOMINANT FORCE OF NATURE,25/03/2014,Overwatch 2,3165,Inglês,21/05/2025,00:57:21
76385901,elded,elded,Conocido de ElMariana.,02/12/2014,Just Chatting,3007,Espanhol,21/05/2025,00:58:14
103474990,cantelope,Cantelope,Professional musician || Contact info: Sponsorships Email: Cantelope@expansion.gg || General Business: Cantelopehs@gmail.com,02/10/2015,Hearthstone,2626,Inglês,20/05/2025,22:57:06
42032495,tinakitten,TinaKitten,Hello :),03/04/2013,Enshrouded,2227,Inglês,20/05/2025,20:18:35
54748186,roier,Roier,Una vez me hice bendejo y así me quedé,10/01/2014,The Last of Us Part II: Remastered,2867,Espanhol,21/05/2025,00:44:04
84285536,rudyyeen,rudyYEEN,"Hello! The name's Rudy and I stream a lot of Beat Saber Twitch! || I love rhythm, simulator, & puzzle games, helping out fellow streamers (A LOT of moderating), and being a language nerd on my downtime. || Check out my recommended channels to see some really cool folks I watch too! ^^",03/03/2015,Beat Saber,2754,Inglês,20/05/2025,20:09:53
173758090,quarterjade,QuarterJade,hi im jodi,11/09/2017,Baldur's Gate 3,2377,Inglês,21/05/2025,00:33:17
51115394,midnightsumo,MidnightSumo,"I commentate live pro sumo and amateur sumo on Twitch! I play Pokemon Kaizo content almost every weekday during the off-season. I also stream curated sumo and Japanese culture content during downtime. 30-something Canadian sumo fan, doing their best! Business: midnightsumo@duck.com ",04/11/2013,Just Chatting,2535,Inglês,20/05/2025,00:05:57
798314399,tumbluwaitingroom,TumbluWaitingRoom,"Questo è il nuovo Limbo di Tumblurr in cui potete rilassarvi, chattare, studiare in compagnia degli altri aspettando la stream di Giammo. La stream inizia al mattino/pomeriggio (non c'è un orario preciso) fino alle 21, momento in cui verrà effettuato l'host a Tumblurr.",30/05/2022,Just Chatting,4791,Italiano,21/05/2025,01:35:52
150522651,minaaoyama,MinaAoyama,"I'm Mina Aoyama, a streamer and a villainess reborn. Will you pledge your loyalty to me? Business Email: minaaoyama@ggtalentgroup.com",15/03/2017,Honkai: Star Rail,2478,Inglês,20/05/2025,15:19:12
126750144,crystalmolly,CrystalMolly,"Desde pequeña soy amante de los Videojuegos, Tengo 2 años en el ambiente Streamer pero recién vengo a probar en esta plataforma. Soy una persona muy relajada y me encanta que se lleven con toda confianza conmigo pero obvio con respeto entre todos.",14/06/2016,Just Chatting,3067,Espanhol,21/05/2025,01:27:54
62328653,tftoddy,TFToddy,8º melhor jogador de TFT das Américas Set 11 e maior streamer de TFT do Brasil!,08/05/2014,Teamfight Tactics,2378,Português,20/05/2025,21:59:59
936685192,willito,willito,🥇FOLLOW UP!,26/07/2023,Just Chatting,8755,Inglês,21/05/2025,01:40:22
56865374,barbarousking,BarbarousKing,Play hard games. Make dumb jokes.,15/02/2014,HELLDIVERS 2,2279,Inglês,20/05/2025,23:02:52
29795919,nl_kripp,nl_Kripp,Gamer YouTuber Streamer Joker // Business: om.kripp@gmail.com,15/04/2012,The Bazaar,2318,Inglês,21/05/2025,00:03:04
267160288,caseoh_,caseoh_,"The dude from tik tok caseoh@mythictalent.com. Official waiting room channel ""CASEOH247""",15/10/2018,Just Chatting,18377,Inglês,21/05/2025,01:59:04
496795673,elmariana,ElMariana,"Me gusta hacer desmadre, jalate y pasemos un buen rato juntos.",03/03/2020,Just Chatting,7760,Espanhol,21/05/2025,01:55:45
803762271,piuzinho,Piuzinho,opa blz ? ✉️: Piuzinho@kr3w.gg,23/06/2022,Slots,2769,Português,21/05/2025,01:17:42
56990029,chatterbox,Chatterbox,Im not insane. I just act like it. ,17/02/2014,Grand Theft Auto V,2253,Inglês,20/05/2025,19:02:16
978322276,chorumedogremio,chorumedogremio,o chorume que torce pro Grêmio. falo merda sobre TUDO com muita naturalidade.,29/10/2023,Just Chatting,3045,Português,20/05/2025,23:00:07
31478096,mym_alkapone,MYM_ALKAPONE,Este es mi canal de Stream ven disfrutar muchos juegos en vivo pero sobre todo a echar desmadre con la Razita!!,19/06/2012,Just Chatting,2426,Espanhol,21/05/2025,01:18:47
47694770,souljaboy,souljaboy,"Soulja Boy (Owner/Founder of S.O.D.M.G), is an American rapper, record producer, actor, gamer & entrepreneur. His debut single ""Crank That (Soulja Boy)"" peaked at number one on the U.S. Billboard Hot 100. business: souljaboyinfo@gmail.com",16/08/2013,Just Chatting,2307,Inglês,20/05/2025,23:26:11
961333045,coopervlr,くーぱーー,21歳好きな食べ物 寿司 焼肉 韓国料理 ラーメン,27/09/2023,VALORANT,15158,Japonês,20/05/2025,23:40:18
88524698,rockykramer,RockyKramer,"Rocky Kramer is a Norwegian-American musician and songwriter based in Los Angeles, CA. Rock & Roll Tuesdays is a weekly rock music show, every Tuesday 7 PM PT.",14/04/2015,Music,3696,Inglês,21/05/2025,01:50:44
122888997,willneff,willneff,"Will Neff. If I don’t make you laugh that’s on you, don’t put your baggage on me. ",28/04/2016,Just Chatting,3258,Inglês,21/05/2025,02:02:27
43204993,lilaggy,LilAggy,Simultaneously the best and worst video gamer you've ever seen,05/05/2013,ELDEN RING,2147,Inglês,20/05/2025,23:01:33
672238954,plaqueboymax,plaqueboymax,for business inquiries: josh@plaqueboy.com,06/04/2021,Just Chatting,8718,Inglês,21/05/2025,02:33:15
53904523,thechief1114,TheChief1114,Business Email: chief@optshift.co,27/12/2013,Grand Theft Auto V,2444,Inglês,21/05/2025,00:44:49
596031520,fanfan,fanfan,fiona | 25,15/10/2020,Baldur's Gate 3,2246,Inglês,20/05/2025,23:59:55
61868550,bwipolol,Bwipolol,Top for @FlyQuest,30/04/2014,League of Legends,2227,Inglês,21/05/2025,00:16:57
542363039,nymphelia,nymphelia,your australian (un)comfort catgirl! lia~! ♡ business inquiries: nymphelia.ch@gmail.com ♡,11/06/2020,ASMR,2154,Inglês,21/05/2025,00:00:09
25458544,sequisha,Sequisha,Survival | Shooters | RP | Gamedev,14/10/2011,Valheim,2075,Inglês,20/05/2025,22:57:36
588397817,jaystayup,jaystayup,Get Rich Or We Gon Die Tryin,26/09/2020,Grand Theft Auto V,2047,Inglês,21/05/2025,00:09:03
472066926,theburntpeanut,TheBurntPeanut,I'm The Bungulator (theburntpeanut@loaded.gg),10/11/2019,Escape from Tarkov,3202,Inglês,21/05/2025,02:37:00
90250629,fakemonster,Fakemonster,sandwich à l'oeuf,04/05/2015,League of Legends,2752,Francês,20/05/2025,21:45:57
66967230,skermz,Skermz,"Below average gamer, below average streamer. Business: skermz@coderedesports.com ",22/07/2014,Dead by Daylight,2240,Inglês,21/05/2025,02:21:51
56235100,cashnastygaming,CashNastyGaming,Yeh! I rage a little sometimes..depending on what I’m playing..other than that..yeh,05/02/2014,Just Chatting,1785,Inglês,21/05/2025,01:25:03
1156081958,lordkevun,LordKevun,Official 24/7 Channel of LordKebun |  A fun place to hang and relive some of GTARP's Greatest Moments,03/10/2024,Always On,2927,Inglês,20/05/2025,04:23:01
70357283,arigameplays,AriGameplays,"Hola, aqui platicamos y jugamos un ratito de vez en cuando. ",31/08/2014,Just Chatting,2710,Espanhol,21/05/2025,02:42:32
108544855,loud_caiox,loud_caiox,pior live da twitch,02/12/2015,Just Chatting,2197,Português,21/05/2025,01:15:36
11897156,roflgator,roflgator,degen king of twitch -sodapoppin 2021,15/04/2010,VRChat,1982,Inglês,21/05/2025,02:06:27
39724467,swagg,Swagg,I'm Back,27/01/2013,Call of Duty: Warzone,1835,Inglês,21/05/2025,02:00:29
45866401,ayellol,Ayellol,Contact: ayel@abstractgg.comCMO,09/07/2013,League of Legends,2153,Português,21/05/2025,00:35:29
43246220,itswill,itswill,just kidding,06/05/2013,Old School RuneScape,1889,Inglês,21/05/2025,00:15:12
67519684,sasatikk,sasatikk,こんにちは,28/07/2014,The Mosquito Gang,2644,Japonês,21/05/2025,03:02:18
83118580,neko,Neko,Friendly Neighborhood Cat ♡ ,19/02/2015,ASMR,1519,Inglês,21/05/2025,01:52:53
24124090,datmodz,DatModz,Your Friendly Neighborhood Streamer-Man!,16/08/2011,Diablo II,1770,Inglês,20/05/2025,20:11:12
62191658,pezzzy,Pezzzy,hey I like to talk and play games,06/05/2014,ROBLOX,1913,Inglês,21/05/2025,02:34:02
119015407,dashy,Dashy,Professional Fragger ,18/03/2016,Call of Duty: Black Ops 6,2078,Inglês,21/05/2025,02:26:43
20508512,calebhart42,Calebhart42,Just a d00d who is born to game.,16/02/2011,Pokémon HeartGold/SoulSilver,1815,Inglês,20/05/2025,23:56:01
465218900,olkabone,Olkabone,"Motivado por pixels, apaixonado por games.",03/10/2019,Just Chatting,1745,Português,20/05/2025,22:09:28
132172250,derrekow,derrekow,I play games,14/08/2016,VALORANT,4732,Inglês,21/05/2025,01:43:19
55170062,hyoon,hyoon,sometimes i do things ,18/01/2014,Just Chatting,2121,Inglês,21/05/2025,03:02:54
30079255,huskerrs,HusKerrs,Pro Gamer/Content Creator || Business Inquiries: HusKerrs@unitedtalent.com,27/04/2012,Call of Duty: Warzone,1885,Inglês,20/05/2025,19:24:40
53052202,boltz,boltz,Professional Counter-Strike Player,11/12/2013,Counter-Strike,1821,Português,21/05/2025,01:03:08
810617325,megalodonvt,MegalodonVT,Hello! I am your friendly neighborhood Megalodon Shark Vtuber✨You can call me Mega! I am a variety streamer. I stream usually at 10pm CST so join me on my quest and learn my Megalodon ways! You can find my stream schedule in my about page or on my twitter or discord server! ,20/07/2022,Just Chatting,1782,Inglês,21/05/2025,01:57:53
29528480,greentea,綠茶,開台時間 平日 10:00~18:00 假日 12:30~19:00  帶給大家歡樂的娛樂台 :),05/04/2012,Teamfight Tactics,1978,Chinês,21/05/2025,02:03:58
636514410,maydream_,めいどりーむ,いい夢見てもいいですか？　,15/01/2021,VALORANT,13501,Japonês,21/05/2025,02:00:16
81628627,gladd,Gladd,"I'm just here to have a good time!  No drama and only smiles :) Life is good.  Oh yeah, my name is Sean.",02/02/2015,Valheim,1731,Inglês,20/05/2025,17:00:18
51270104,flight23white,Flight23white,EXCITING ENERGETIC ENTERTAINMENT! Stream Schedule 2025: Sunday (Anywhere 12pm-8pm) Monday & Wed (Anywhere 12pm-10pm) Friday (Anywhere 1pm-8pm) RANDOM STREAM DAYS & TIMES ARE ALSO POSSIBLE!!!,09/11/2013,Just Chatting,6237,Inglês,21/05/2025,03:39:04
123173696,zdark,zDark,Business Inquiries zdark2929@gmail.com | 22 | El Corillo | Top 4 Mundial de WZ | $100K CAMPEON LATAM | ,01/05/2016,Call of Duty: Warzone,1929,Espanhol,21/05/2025,01:11:02
7010591,uberhaxornova,UberHaxorNova,I like to eat nerds rope.,28/06/2009,Voices of the Void,1840,Inglês,21/05/2025,01:04:06
56395702,coconutb,CoconutB,"CoconutB streams Rust, My Pet Hooligan and Slotsr",08/02/2014,Rust,1721,Inglês,20/05/2025,22:57:29
59336873,fnxlntc,fnxLNTC,"Hello, what's up! ",21/03/2014,Counter-Strike,1716,Português,21/05/2025,01:07:24
444362325,qtclaps,qtclaps,21 y/o content creator,27/06/2019,"Pools, Hot Tubs, and Beaches",1721,Inglês,21/05/2025,02:24:44
70964046,bunnyayu,BunnyAyu,Virtual Bunny Girl 🥕 | bunnyayu@mythictalent.com ,10/09/2014,DOOM: The Dark Ages,1709,Inglês,21/05/2025,01:01:06
545413111,djinspire,djinspire,"ALL SUBS GET MY MONTHLY PLAYLIST. Join the discord & link your account. sometimes im djing..sometimes im yapping.  P.O Box 752101 Las Vegas, NV 89136",19/06/2020,DJs,4541,Inglês,21/05/2025,03:40:01
471218475,carolinekwan,carolinekwan,"we're gonna chat film, screenwriting, politics, pop culture, and do a lil' gaming. She's giving V A R I E T Y. ",06/11/2019,Just Chatting,1745,Inglês,21/05/2025,01:43:40
427263526,yukiofps14,ゆきお2,Twitter@YukioFPS,01/04/2019,League of Legends,1724,Japonês,21/05/2025,00:17:22
119497908,kyo1984123,kyo1984123,一臉正經的胡說八道,23/03/2016,Just Chatting,1720,Chinês,21/05/2025,00:12:37
37230996,jawgemo,jawgemo,linktr.ee/jawgemo,28/10/2012,VALORANT,2085,Inglês,21/05/2025,03:34:51
613838185,mitsuke,mitsuke,Live todos os dias as 17h l ✉️ Email: contatomitsukefps@gmail.com  l ✉️ Telegram: @mitsukefps,27/11/2020,Grand Theft Auto V,493,Português,21/05/2025,00:18:05
151573424,nico_ov,nico_ov,VARREL Overwatch 部門 OWWC2023 日本代表DPS｜オーバーウォッチ界で最もクリーンな配信を心掛けております。,26/03/2017,Overwatch 2,1710,Japonês,21/05/2025,03:04:19
787486979,felca,felca,Na seita somos um só.felca,12/04/2022,Just Chatting,2370,Português,21/05/2025,04:28:30
53648099,warn,Warn,your overwatch dad - Warn@proxy.gg,22/12/2013,Overwatch 2,2846,Inglês,20/05/2025,20:11:57
184634287,terablade,Terablade,"Всем привет, меня зовут Слава или просто Вячик. Сотрудничество: terablade@gca.holdings Регистрация в реестре: https://www.gosuslugi.ru/snet/6787d6421e4e233a711d8ce2",06/12/2017,Hearthstone,1987,Russo,21/05/2025,02:56:29
103314254,tray,Tray,business inquires: tray@justinjoung.com Youtube: https://www.youtube.com/user/traythekidd,30/09/2015,MLB The Show 25,1692,Inglês,20/05/2025,23:54:52
841433765,zoespencer_,ZoeSpencer_,Spencer Gang! WADDUP! LETS TURN SHII UP! 😜,28/10/2022,Just Chatting,5045,Inglês,21/05/2025,04:25:07
169185650,robcdee,robcdee,:] 2nd monitor gang,10/08/2017,Just Chatting,2080,Inglês,21/05/2025,03:58:49
113043299,tachikawabr,立川,格ゲーマーの立川です。Twitter https://twitter.com/TachikawaBR　 Youtube https://www.youtube.com/channel/UCRDJ3DN-6ND_a4LSJ35L91A,17/01/2016,Street Fighter 6,1751,Japonês,21/05/2025,03:03:05
630680605,swooty18,Swooty18,"Splitgate World Champion | 4x Halo Lan Champ | Top 250 COD (MW2,MW3,BO6) | 6x R6 Champ | Prev T1 & eUnited | Good vibes, Great gameplay, SHOW LUV GANG GANG ❤️",04/01/2021,Call of Duty: Black Ops 6,1411,Inglês,20/05/2025,22:48:16
159840667,crackheber,CRACKHEBER,Seleccionado Nacional De Fifa @Miseleccionmx 🇲🇽,11/06/2017,EA Sports FC 25,1669,Espanhol,21/05/2025,04:09:10
142125052,sunsetgaiaasmr,sunsetgaiaASMR,"Hey there! I hope you enjoy my streams, relax and maybe have fun!",16/12/2016,ASMR,1614,Inglês,21/05/2025,01:53:38
664173845,pippa,Pippa,LFG // Casuals need not apply,19/03/2021,Just Chatting,1537,Inglês,21/05/2025,01:01:09
20485198,aneternalenigma,AnEternalEnigma,"13-year Twitch streamer (over 5 million watch hours!), Silent Hill Guy, event host, record speedrunner, sequin wearer.",16/02/2011,Silent Hill: Downpour,1678,Inglês,20/05/2025,23:53:29
57993352,soypan,SoyPan,Ummmm que haces por aqui chaval :o,01/03/2014,VALORANT,1637,Espanhol,21/05/2025,02:08:04
36829241,daddydimmutv,DaddyDimmuTV,"My name is Tyler, or Daddy Dimmu. I’ve been told funny stuff happens, or that I’m funny lookin. You be the one to decide. Follow on Twitter @DaddyDimmuTV and subscribe to YouTube @daddydimmutv ",11/10/2012,Red Dead Redemption 2,1580,Inglês,20/05/2025,02:06:56
133333248,demon1,Demon1,Streamer for LEV,28/08/2016,VALORANT,1831,Inglês,21/05/2025,04:13:51
675241673,kaneljoseph,KanelJoseph,This my Bio,13/04/2021,Just Chatting,1814,Inglês,21/05/2025,02:43:35
73477451,unclebjorn,UncleBjorn,"Твой скучный друг, который всегда рядом \ʕ°ᴥƪʔ/ | Сотрудничество - unclebjorn@gca.holding",21/10/2014,Resident Evil 4,1672,Russo,21/05/2025,03:09:40
84569419,angelskimi,angelskimi,"hii :) thanks for stopping by my channel ♡ you'll usually find me tapping on mics, cooking, crafting, or playing games. so please enjoy your stay! ♡",07/03/2015,ASMR,1461,Inglês,21/05/2025,03:07:33
85718961,siyham,しーはむ,JP VEXOTP hamster vtuber🐹 平日14:00~19:00/土曜8:00~13:00に配信中！ 24.2.10.DEBUT!!🐹レトロゲーやホラゲー、LoLで活動中🐹,21/03/2015,League of Legends,1537,Japonês,21/05/2025,01:23:01
128487449,leoncraftkennedy26,leoncraftkennedy26,Solo soy un gamer mas xD,04/07/2016,Overwatch 2,838,Espanhol,20/05/2025,21:38:11
419762100,notquitelikedub,NotQuiteLikeDuB,sometimes Woo Wop appears too …..  INSTAGRAM TWITTER & SNAPCHAT : NotQuiteLikeDuB,27/02/2019,IRL,5639,Inglês,21/05/2025,00:08:21
